Loan Maturity,Currency,Type of Loans,Sector,Year_Month,value,Year,Month
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,146.4,2019,11
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Credit card credit,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Repo loans,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Repo loans,Households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-financial corporations,2019M11,5556.6,2019,11
Over 1 year and up to and including 2 years,DKK,- Other loans,Financial corporations,2019M11,2613.1,2019,11
Over 1 year and up to and including 2 years,DKK,- Other loans,General government,2019M11,9.9,2019,11
Over 1 year and up to and including 2 years,DKK,- Other loans,Households,2019M11,5731.1,2019,11
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-profit institutions serving households,2019M11,17.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M11,123.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M11,7.6,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-financial corporations,2019M11,723.2,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Financial corporations,2019M11,738.7,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,General government,2019M11,0.0,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Households,2019M11,514.6,2019,11
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2019M11,22921.2,2019,11
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2019M11,2773.9,2019,11
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,General government,2019M11,1892.4,2019,11
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Households,2019M11,9533.9,2019,11
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,63.2,2019,11
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Credit card credit,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Households,2019M11,2.8,2019,11
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Repo loans,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Repo loans,Households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-financial corporations,2019M11,22043.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Other loans,Financial corporations,2019M11,34584.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Other loans,General government,2019M11,88.0,2019,11
Over 2 years and up to and including 5 years,DKK,- Other loans,Households,2019M11,21723.1,2019,11
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-profit institutions serving households,2019M11,207.8,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M11,735.1,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M11,120.6,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M11,180.4,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2019M11,3168.8,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Financial corporations,2019M11,2042.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,General government,2019M11,0.0,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Households,2019M11,1036.3,2019,11
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2019M11,15351.7,2019,11
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2019M11,8502.6,2019,11
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2019M11,0.0,2019,11
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2019M11,53839.1,2019,11
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,418.7,2019,11
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2019M11,179.3,2019,11
Over 5 years,DKK,- Credit card credit,Financial corporations,2019M11,10.0,2019,11
Over 5 years,DKK,- Credit card credit,General government,2019M11,0.8,2019,11
Over 5 years,DKK,- Credit card credit,Households,2019M11,1682.0,2019,11
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2019M11,8.9,2019,11
Over 5 years,DKK,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 5 years,DKK,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 5 years,DKK,- Repo loans,General government,2019M11,0.0,2019,11
Over 5 years,DKK,- Repo loans,Households,2019M11,0.0,2019,11
Over 5 years,DKK,- Repo loans,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 5 years,DKK,- Other loans,Non-financial corporations,2019M11,58195.6,2019,11
Over 5 years,DKK,- Other loans,Financial corporations,2019M11,14737.1,2019,11
Over 5 years,DKK,- Other loans,General government,2019M11,276.0,2019,11
Over 5 years,DKK,- Other loans,Households,2019M11,309891.2,2019,11
Over 5 years,DKK,- Other loans,Non-profit institutions serving households,2019M11,1143.4,2019,11
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M11,1270.1,2019,11
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M11,565.6,2019,11
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M11,1086.8,2019,11
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Credit card credit,General government,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Credit card credit,Households,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Repo loans,Financial corporations,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Repo loans,General government,2019M11,0.0,2019,11
Over 5 years,Foreign currency in total,- Repo loans,Households,2019M11,0.0,2019,11
